31 66 0 100 0 1 0 83.216583252 -28.0178508759 28.0178508759
134 77 0 100 0 1 0 56.6127204895 -41.5932693481 41.5932693481
95 221 0 200 0 0 1 37.5898933411 95.0789108276 -37.5898933411
150 76 0 100 0 1 0 55.0090904236 -55.0090904236 56.356010437
168 56 0 100 0 1 0 75.9275970459 -53.0094337463 53.0094337463
219 182 0 0 1 0 0 -18.9736652374 57.3149185181 18.9736652374
60 144 0 0 1 0 0 -16.1554946899 21.470911026 16.1554946899
159 215 0 200 0 0 1 21.9317131042 89.4986038208 -21.9317131042
1 230 0 200 0 0 1 29.0172367096 105.004760742 -29.0172367096
228 163 0 0 1 0 0 -37.121421814 37.3363075256 37.121421814
225 90 0 100 0 1 0 53.2634963989 -53.2634963989 110
190 43 0 100 0 1 0 87.1435623169 -67.4462738037 67.4462738037
31 81 0 100 0 1 0 69.2603759766 -23.0217285156 23.0217285156
214 205 0 200 0 0 1 23.5372047424 80.7527084351 -23.5372047424
199 202 0 200 0 0 1 24.0831890106 76.4002609253 -24.0831890106
193 37 0 100 0 1 0 93.3434524536 -69.0507049561 69.0507049561
84 126 0 200 0 0 1 28.8444099426 16.0312194824 -16.0312194824
112 49 0 100 0 1 0 86.0058135986 -12.0415945053 12.0415945053
54 82 0 200 0 0 1 62.2896461487 8.06225776672 -8.06225776672
155 44 0 100 0 1 0 87.0919036865 -35.5105628967 35.5105628967
101 180 0 200 0 0 1 19.1049728394 54.0832710266 -19.1049728394
78 107 0 200 0 0 1 41.1460800171 23.0867919922 -23.0867919922
192 53 0 100 0 1 0 77.317527771 -72.6154251099 72.6154251099
180 128 0 100 0 1 0 5.3851647377 -5.3851647377 74.1080322266
140 171 0 0 1 0 0 -28.7923603058 46.9574279785 28.7923603058
170 122 0 100 0 1 0 17 -17 80.1560974121
91 105 0 200 0 0 1 37.2021522522 10.295630455 -10.295630455
131 192 0 0 1 0 0 -10 64.1326751709 10
77 188 0 0 1 0 0 -9.21954441071 67.0671310425 9.21954441071
202 161 0 0 1 0 0 -36.0555114746 36.0555114746 39.0512466431
204 215 0 200 0 0 1 32.6496543884 90.0888442993 -32.6496543884
186 178 0 0 1 0 0 -26 50.3587150574 26
17 15 0 100 0 1 0 135.236831665 -52.4976196289 52.4976196289
216 23 0 100 0 1 0 110.855758667 -91.0219726562 91.0219726562
124 4 0 200 0 0 1 129.838363647 26.3058929443 -26.3058929443
205 49 0 100 0 1 0 83.1865386963 -83.1865386963 83.5224533081
232 210 0 200 0 0 1 30.8706989288 84.0059509277 -30.8706989288
192 230 0 200 0 0 1 34.481880188 102.703453064 -34.481880188
158 206 0 200 0 0 1 18.0277557373 81.0431976318 -18.0277557373
103 166 0 200 0 0 1 14.7648229599 40.3112869263 -14.7648229599
154 0 0 100 0 1 0 131.034347534 -29 29
174 68 0 100 0 1 0 62.96824646 -62.96824646 65.192024231
104 200 0 200 0 0 1 24.0831890106 72.5672073364 -24.0831890106
151 172 0 0 1 0 0 -28.0178508759 47.010635376 28.0178508759
188 217 0 200 0 0 1 21.4009342194 89.3588256836 -21.4009342194
173 184 0 0 1 0 0 -18.2482872009 56.4358024597 18.2482872009
191 206 0 200 0 0 1 17.0880069733 78.7718200684 -17.0880069733
161 141 0 0 1 0 0 -18.6010761261 18.6010761261 60.0166625976
203 218 0 200 0 0 1 33.2866325378 92.8924102783 -33.2866325378
130 64 0 100 0 1 0 70.2139587402 -33.1058921814 33.1058921814
209 122 0 100 0 1 0 20.1246109009 -20.1246109009 78.5175170898
40 3 0 100 0 1 0 142.411376953 -38.8973007202 38.8973007202
196 77 0 100 0 1 0 54.1294746399 -54.1294746399 88.0056838989
197 31 0 100 0 1 0 99.7246246338 -72.2495651245 72.2495651245
233 126 0 100 0 1 0 25.2982215881 -25.2982215881 74.4311752319
201 221 0 200 0 0 1 33.4215507507 95.3414916992 -33.4215507507
51 5 0 100 0 1 0 139.291061401 -30.5286750793 30.5286750793
140 215 0 200 0 0 1 24.6981773376 88.5268325806 -24.6981773376
125 161 0 0 1 0 0 -22.5610275269 32.5576400757 22.5610275269
56 119 0 100 0 1 0 25.3179779053 -10.8166542053 10.8166542053
234 74 0 100 0 1 0 71.4002838135 -71.4002838135 119.507324219
114 202 0 200 0 0 1 19.7230834961 73.1710357666 -19.7230834961
113 181 0 200 0 0 1 7.07106781006 52.3450088501 -7.07106781006
60 98 0 200 0 0 1 46 10.1980390549 -10.1980390549
193 112 0 100 0 1 0 19.1049728394 -19.1049728394 88.2779693604
123 110 0 100 0 1 0 25.495098114 -25.495098114 32.3882713318
5 37 0 100 0 1 0 113.110565186 -62.2896461487 62.2896461487
95 202 0 200 0 0 1 22.8035087585 76.8439941406 -22.8035087585
112 225 0 200 0 0 1 38.0788650513 96.2548675537 -38.0788650513
153 215 0 200 0 0 1 26.6270542145 90.049987793 -26.6270542145
119 129 0 100 0 1 0 8.4852809906 -8.4852809906 35.1283378601
123 86 0 100 0 1 0 49.2544403076 -34 34
137 57 0 100 0 1 0 75.3126831055 -34.1760139465 34.1760139465
89 185 0 200 0 0 1 12.3693170547 61 -12.3693170547
145 20 0 100 0 1 0 111.16204071 -20.6155281067 20.6155281067
151 131 0 0 1 0 0 -6.0827627182 6.0827627182 59.4053878784
205 217 0 200 0 0 1 34.481880188 92.1357727051 -34.481880188
225 41 0 100 0 1 0 96.2081069946 -96.2081069946 101.271911621
117 73 0 100 0 1 0 62.1288986206 -24.1867733002 24.1867733002
71 122 0 200 0 0 1 24.5967483521 15.2970581055 -15.2970581055
202 106 0 100 0 1 0 27.3129997253 -27.3129997253 94.021270752
185 130 0 0 1 0 0 -5.3851647377 5.3851647377 71.5891036987
124 105 0 100 0 1 0 30.2654914856 -30.2654914856 33
50 121 0 100 0 1 0 25.0798721313 -15.2643375397 15.2643375397
122 233 0 200 0 0 1 41.976184845 104.043258667 -41.976184845
146 226 0 200 0 0 1 37.1618080139 100.687637329 -37.1618080139
136 181 0 0 1 0 0 -21.954498291 54.708316803 21.954498291
55 47 0 100 0 1 0 97.1287841797 -20 20
80 127 0 200 0 0 1 26.2488098145 20.0997505188 -20.0997505188
75 127 0 200 0 0 1 22.6715679169 20.6155281067 -20.6155281067
170 28 0 100 0 1 0 103.097038269 -45.0998878479 45.0998878479
32 98 0 100 0 1 0 52.469039917 -27.2029418945 27.2029418945
215 225 0 200 0 0 1 43.1856460571 100.498756409 -43.1856460571
173 83 0 100 0 1 0 48.5077323914 -48.5077323914 75.2861175537
166 212 0 200 0 0 1 15 85.1586761475 -15
102 26 0 200 0 0 1 109.553642273 25.0798721313 -25.0798721313
32 114 0 100 0 1 0 36.6742401123 -26.6833286285 26.6833286285
65 113 0 200 0 0 1 31.400636673 10.8166542053 -10.8166542053
218 8 0 100 0 1 0 125.92855072 -93.3434524536 93.3434524536
205 56 0 100 0 1 0 76.2954788208 -76.2954788208 85.7962722778
121 95 0 100 0 1 0 40.6078796387 -31.6227760315 31.6227760315
120 182 0 0 1 0 0 -7.07106781006 53.0094337463 7.07106781006
61 180 0 0 1 0 0 -24.413110733 56.089214325 24.413110733
176 202 0 200 0 0 1 2.23606801033 74.1080322266 -2.23606801033
170 118 0 100 0 1 0 19.2093734741 -19.2093734741 80.0624771118
97 19 0 200 0 0 1 117.098251343 29.0688838959 -29.0688838959
211 210 0 200 0 0 1 29.1204395294 85.7088088989 -29.1204395294
232 224 0 200 0 0 1 43.9658966064 98.0051040649 -43.9658966064
172 126 0 100 0 1 0 13.6014709473 -13.6014709473 76.1051940918
183 58 0 100 0 1 0 72.0277709961 -66.7308044434 66.7308044434
67 31 0 200 0 0 1 113.21660614 18.0277557373 -18.0277557373
191 131 0 0 1 0 0 -10.8166542053 10.8166542053 69.5844802856
11 200 0 0 1 0 0 -27.3129997253 75.8023757935 27.3129997253
86 186 0 200 0 0 1 9.21954441071 62.5859413147 -9.21954441071
181 211 0 200 0 0 1 12.529964447 83.0060272217 -12.529964447
2 58 0 100 0 1 0 92.021736145 -57.2712860107 57.2712860107
191 35 0 100 0 1 0 95.1892852783 -66.7532806396 66.7532806396
26 65 0 100 0 1 0 85.0058822632 -32.7566795349 32.7566795349
113 135 0 0 1 0 0 -8.4852809906 8.4852809906 30.3644523621
37 167 0 0 1 0 0 -41.6293182373 43.6806602478 41.6293182373
117 232 0 200 0 0 1 42.3792419434 103.019416809 -42.3792419434
40 220 0 200 0 0 1 16.2788200378 95.5248641968 -16.2788200378
69 4 0 100 0 1 0 138.191894531 -21.8403301239 21.8403301239
57 152 0 0 1 0 0 -18.1107711792 27.8926506042 18.1107711792
111 141 0 0 1 0 0 -14.4222049713 14.4222049713 26.2488098145
128 186 0 0 1 0 0 -14.3178215027 57.7061538696 14.3178215027
48 90 0 100 0 1 0 55.3172683716 -10 10
224 110 0 100 0 1 0 39.1152153015 -39.1152153015 90.0055541992
185 214 0 200 0 0 1 17.2046508789 86.1452255249 -17.2046508789
120 127 0 100 0 1 0 10.6301460266 -10.6301460266 36.013885498
119 11 0 200 0 0 1 124.145072937 27.513633728 -27.513633728
103 62 0 100 0 1 0 73.6817474365 -12.3693170547 12.3693170547
139 158 0 0 1 0 0 -34.7131080627 34.7850532532 34.7131080627
37 204 0 0 1 0 0 -13.0384044647 79.9061965942 13.0384044647
167 140 0 0 1 0 0 -14.86606884 14.86606884 62.3618469238
0 0 0 100 0 1 0 150 -73.8241119385 73.8241119385
0 25 0 100 0 1 0 125 -67.268119812 67.268119812
0 50 0 100 0 1 0 100 -62.7694206238 62.7694206238
0 75 0 100 0 1 0 75 -54.4518127441 54.4518127441
0 100 0 100 0 1 0 50 -50 56.9209976196
0 125 0 100 0 1 0 25 -25 60.4400520325
0 150 0 0 1 0 0 -25 25 71.6100540161
0 175 0 0 1 0 0 -50 50 50
0 200 0 0 1 0 0 -25 75 25
0 225 0 200 0 0 1 24 100 -24
25 0 0 100 0 1 0 148.192443848 -52.2015342712 52.2015342712
25 25 0 100 0 1 0 124.040313721 -42.4264068604 42.4264068604
25 50 0 100 0 1 0 100 -43.1856460571 43.1856460571
25 75 0 100 0 1 0 75 -29.832868576 29.832868576
25 100 0 100 0 1 0 50 -33.9558525085 33.9558525085
25 125 0 100 0 1 0 25 -25 37.121421814
25 150 0 0 1 0 0 -25 25 50
25 175 0 0 1 0 0 -43.9658966064 50 43.9658966064
25 200 0 0 1 0 0 -21.4009342194 75 21.4009342194
25 225 0 200 0 0 1 24.1867733002 100 -24.1867733002
50 0 0 100 0 1 0 144.346801758 -35.3553390503 35.3553390503
50 25 0 100 0 1 0 119.419425964 -18.0277557373 18.0277557373
50 50 0 100 0 1 0 94.530418396 -25 25
50 75 0 100 0 1 0 69.7208709717 -8.06225776672 8.06225776672
50 100 0 100 0 1 0 45.1220550537 -10.1980390549 10.1980390549
50 125 0 100 0 1 0 21.470911026 -18.7882938385 18.7882938385
50 150 0 0 1 0 0 -25 25 25
50 175 0 0 1 0 0 -35.3553390503 50 35.3553390503
50 200 0 0 1 0 0 -20.8086528778 75 20.8086528778
50 225 0 200 0 0 1 24.6981773376 100 -24.6981773376
75 0 0 100 0 1 0 140.24621582 -25 25
75 25 0 200 0 0 1 116.378692627 21.8403301239 -21.8403301239
75 50 0 200 0 0 1 93.1074676514 20.2237491608 -20.2237491608
75 75 0 200 0 0 1 70.6116104126 25 -25
75 100 0 200 0 0 1 46.4865570068 25 -25
75 125 0 200 0 0 1 24.2074375153 19.9248580933 -19.9248580933
75 150 0 200 0 0 1 16.1554946899 35.3553390503 -16.1554946899
75 175 0 0 1 0 0 -15.5563488007 55.9016990662 15.5563488007
75 200 0 200 0 0 1 12.1655254364 79.0569381714 -12.1655254364
75 225 0 200 0 0 1 35.3553390503 103.077644348 -35.3553390503
100 0 0 200 0 0 1 135.624481201 25 -25
100 25 0 200 0 0 1 110.765518188 26.8328151703 -26.8328151703
100 50 0 200 0 0 1 85.9883728027 12.0415945053 -12.0415945053
100 75 0 100 0 1 0 61.3921813965 -8.60232543945 8.60232543945
100 100 0 100 0 1 0 37.3363075256 -10.295630455 10.295630455
100 125 0 100 0 1 0 16.4012203217 -16.0312194824 16.0312194824
100 150 0 0 1 0 0 -16.2788200378 25 16.2788200378
100 175 0 200 0 0 1 21.1896209717 49.7694702148 -21.1896209717
100 200 0 200 0 0 1 25.942243576 73.498298645 -25.942243576
100 225 0 200 0 0 1 43.5660400391 97.8621444702 -43.5660400391
125 0 0 200 0 0 1 133.555236816 25 -25
125 25 0 200 0 0 1 109.142112732 20.6155281067 -20.6155281067
125 50 0 100 0 1 0 85.0529251099 -25 25
125 75 0 100 0 1 0 60.0749549866 -32.3882713318 32.3882713318
125 100 0 100 0 1 0 35.1283378601 -34.3656806946 34.3656806946
125 125 0 100 0 1 0 10.4403066635 -10.4403066635 39.4461669922
125 150 0 0 1 0 0 -21.8403301239 21.8403301239 27.2029418945
125 175 0 0 1 0 0 -13.4164075851 46.3896522522 13.4164075851
125 200 0 200 0 0 1 10 71.2530670166 -10
125 225 0 200 0 0 1 33.5410194397 96.1873168945 -33.5410194397
150 0 0 100 0 1 0 131.003814697 -25 25
150 25 0 100 0 1 0 106.004714966 -25 25
150 50 0 100 0 1 0 81.0061721802 -35.3553390503 35.3553390503
150 75 0 100 0 1 0 56.0089263916 -55.9016990662 55.9016990662
150 100 0 100 0 1 0 31.0161247253 -31.0161247253 59.2114868164
150 125 0 100 0 1 0 6.0827627182 -6.0827627182 62.2976722717
150 150 0 0 1 0 0 -25 25 48.270072937
150 175 0 0 1 0 0 -25 50 25
150 200 0 200 0 0 1 20.6155281067 75 -20.6155281067
150 225 0 200 0 0 1 35.3553390503 100 -35.3553390503
175 0 0 100 0 1 0 130.384048462 -50 50
175 25 0 100 0 1 0 105.475112915 -50 50
175 50 0 100 0 1 0 80.6225738525 -55.9016990662 55.9016990662
175 75 0 100 0 1 0 55.9016990662 -55.9016990662 70.7106781006
175 100 0 100 0 1 0 31.6227760315 -31.6227760315 84.1486816406
175 125 0 100 0 1 0 11.1803398132 -11.1803398132 77.0064926147
175 150 0 0 1 0 0 -22.5610275269 22.5610275269 52.0096130371
175 175 0 0 1 0 0 -27.0185127258 47.265209198 27.0185127258
175 200 0 0 1 0 0 -2.23606801033 72.1734008789 2.23606801033
175 225 0 200 0 0 1 25 97.1287841797 -25
200 0 0 100 0 1 0 130.862518311 -75 75
200 25 0 100 0 1 0 106.066017151 -75 75
200 50 0 100 0 1 0 81.3941040039 -79.0569381714 79.0569381714
200 75 0 100 0 1 0 56.7186050415 -56.7186050415 90.1387786865
200 100 0 100 0 1 0 32.2800254822 -32.2800254822 100
200 125 0 100 0 1 0 10.8166542053 -10.8166542053 75
200 150 0 0 1 0 0 -25 25 50
200 175 0 0 1 0 0 -25 50 25
200 200 0 200 0 0 1 25 74.7261657715 -25
200 225 0 200 0 0 1 35.3553390503 99.040397644 -35.3553390503
225 0 0 100 0 1 0 135.340316772 -100 100
225 25 0 100 0 1 0 111.319358826 -100 100
225 50 0 100 0 1 0 87.8464584351 -87.8464584351 103.077644348
225 75 0 100 0 1 0 65.5133590698 -65.5133590698 111.803398132
225 100 0 100 0 1 0 46.0108680725 -46.0108680725 100
225 125 0 100 0 1 0 25 -25 75
225 150 0 0 1 0 0 -25 25 50
225 175 0 0 1 0 0 -25 49.648765564 25
225 200 0 200 0 0 1 18.9736652374 74.4311752319 -18.9736652374
225 225 0 200 0 0 1 43.4165878296 99.3227081299 -43.4165878296
